_id,categoria,link,nombre,puntuacion,ubicacion,lat,long
Triball,Tiendas de regalos y especializadas,http://www.esmadrid.com/en/triball-malasana,Triball,5.0,"Triball, Madrid",40.4205056,-3.7029122
Salt Room,Spas,http://www.saltroomspain.com/,Salt Room,5.0,"Calle de Fernandez de los Rios 52, 28015 Madrid España",40.4352892,-3.7106924
Jamon Lovers,Clases y talleres,http://www.lopezortega.es/,Jamon Lovers,5.0,"Calle Alburquerque 17, 28010 Madrid España",40.43124075,-3.7014889264072144
El Moderno Concept Store,Tiendas de regalos y especializadas,http://www.elmoderno.es/,El Moderno Concept Store,4.5,"Corredera Baja de San Pablo, 28004 Madrid España",40.4225675,-3.7037307
Gin club 92,Bares y discotecas,http://www.brindisevents.com/,Gin club 92,4.5,"Calle Jorge Juan 92, 28009 Madrid España",40.5417321,-3.6258958
Estocolmo,Bares y discotecas,http://11870.com/pro/estocolmo,Estocolmo,4.0,"C/La palma 72, 28015 Madrid España",40.1923551,-3.6657806
Bar Steinlager,Bares y discotecas,http://www.finnegans.es/index.php?option=com_content&view=section&layout=blog&id=14&Itemid=99,Bar Steinlager,5.0,"Calle Pedro Muguruza, 6, 28036 Madrid España",40.4622072,-3.6861299
Hypno Tasting,Vinotecas,https://www.facebook.com/Hypno-Tasting-109310458342871/,Hypno Tasting,5.0,"Calle San Eugenio, 9, 28012 Madrid España",40.3076463,-3.7288867
Bar Sambat,Bares y discotecas,http://www.facebook.com/Bar-Sambat-105408372826796,Bar Sambat,4.5,"Calle de Martín de Vargas, 24, 28005 Madrid España",40.4026325,-3.7018304
MotoCine,Bares y discotecas,tel:%2B34%20917%2042%2000%2054,MotoCine,5.0,"Calle Noray, 10, 28042 Madrid España",40.4517092,-3.5956566
Floristería Menta Y Canela,Recorridos de compras,tel:%2B34%20915%2015%2004%2013,Floristería Menta Y Canela,5.0,"Floristería Menta Y Canela, Madrid",40.4426813,-3.6701073
Cine de Verano,Cines,http://www.fescinal.es/,Cine de Verano,4.0,"Cine de Verano, Madrid",40.36391415,-3.9042498076484744
WOSAP,"['Universidades y escuelas', 'Clases y talleres']",http://www.wosap.com/,WOSAP,4.5,"Calle Cabestreros 5, 28012 Madrid España",40.409345,-3.7043612
Rincón Murciano,Bares y discotecas,tel:%2B34%20914%2002%2016%2067,Rincón Murciano,4.5,"Alcantara 78, 28006 Madrid España",40.4327033,-3.6733607
Collin's Irish Tavern,Bares y discotecas,https://www.facebook.com/collinsirishtavern/,Collin's Irish Tavern,4.5,"Calle Sagasta 26, 28004 Madrid España",40.5010147,-4.2386388
Antigua Relojería,Tiendas de regalos y especializadas,http://www.antiguarelojeria.com/,Antigua Relojería,5.0,"Calle de la Sal, 2, 28012 Madrid España",40.4156727,-3.7065757
Gracias mamá,"['Catas de cerveza y visitas guiadas', 'Catas y visitas vinícolas guiadas']",tel:%2B34678531631,Gracias mamá,5.0,"Gracias mamá, Madrid",40.4162501,-3.7077707
The Caravan,Bares y discotecas,http://www.facebook.com/The-Caravan-754389698020733/,The Caravan,4.5,"Calle Principe de Anglona 3 Barrio La Latina, 28005 Madrid España",40.41312505,-3.710877510835913
Calle de Velázquez,"['Puntos emblemáticos y de interés', 'Paseos por zonas históricas']",https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Calle de Velázquez,4.0,"Calle de Velázquez, Madrid",40.4425666,-3.6826755
Horno de Pastelería América,Tiendas de regalos y especializadas,tel:%2B34%20914%2029%2001%2052,Horno de Pastelería América,4.0,"Calle Atocha 77, 28012 Madrid España",40.4119799,-3.6981809
Latina Turner,Bares y discotecas,http://www.latinaturner.es/,Latina Turner,4.0,"C/ del Almendro 21, 28005 Madrid España",40.4121778,-3.7103932
Bar de Copas Ojo al Parche,Bares de karaoke,https://www.facebook.com/BAR-DE-COPAS-OJO-AL-PARCHE-203948976302044/,Bar de Copas Ojo al Parche,5.0,"Calle Maria de Guzman 3, 28003 Madrid España",40.444407,-3.7034012
Akira Cómics,Tiendas de regalos y especializadas,http://www.akiracomics.com/,Akira Cómics,4.0,"Avenida de Betanzos, 74, 28034 Madrid España",40.482371,-3.7136174
Flower Farm Cbd Shop,Tiendas de regalos y especializadas,http://flowerfarm.es/,Flower Farm Cbd Shop,4.5,"Calle Espíritu Santo 20, 28004 Madrid España",40.1341257,-3.3388335
Espacio Chueca,Spas,http://espaciochueca.es/,Espacio Chueca,4.5,"Calle Pelayo 7, 28004 Madrid España",40.4221394,-3.6989939
Discoteca El Son,Discotecas y salas de baile,http://www.discotecaelson.com/,Discoteca El Son,3.5,"Calle Victoria 6, 28012 Madrid España",40.4800661,-3.369931
Bule Bule,Conciertos,https://bulebulemadrid.com/,Bule Bule,3.5,"Calle del Marqués de Valdeiglesias 6, 28004 Madrid España",40.4196074,-3.6970685
Cafeteria El Paso,Bares y discotecas,tel:%2B34%20913%2028%2034%2066,Cafeteria El Paso,4.5,"Camino de Valderribas 93, 28038 Madrid España",40.3991522,-3.6596353
La Comunal,Tiendas de regalos y especializadas,http://lacomunal.es/,La Comunal,5.0,"C. de Mejía Lequerica, 1, 28004 Madrid España",40.4261918,-3.697697
Guitarras José Ramírez,Tiendas de regalos y especializadas,http://guitarrasramirez.com/,Guitarras José Ramírez,5.0,"Calle de La Paz 8, 28012 Madrid España",40.4156905,-3.7041924
Mondo Disko,Discotecas y salas de baile,http://www.mondodisko.es/,Mondo Disko,4.0,"Calle de Alcala 20, 28014 Madrid España",40.41762175,-3.6989692917634684
Fuente De La Concha O Del Nacimiento Del Agua,Fuentes,No disponible,Fuente De La Concha O Del Nacimiento Del Agua,4.0,"Plaza de España, 14A, 28008 Madrid España",40.4226564,-3.7148122
Beer's Corner Madrid,Bares y discotecas,https://www.facebook.com/beerscorner?_rdr=p,Beer's Corner Madrid,4.0,"C/ Arriaga, 19, 28017 Madrid España",40.427077100000005,-3.644746489804474
Galileo Galilei,Bares y discotecas,http://www.salagalileogalilei.com/,Galileo Galilei,3.5,"Calle Galileo 100, 28015 Madrid España",40.4385349,-3.7098303
Flower Farm. Cbd Shop,Tiendas de regalos y especializadas,http://flowerfarm.es/,Flower Farm. Cbd Shop,5.0,"Calle Pelayo 20, 28004 Madrid España",40.4226199,-3.6985565
Artistic Metropol,Cines,http://artisticmetropol.es/web/,Artistic Metropol,5.0,"Calle de las Cigarreras, 6, 28005 Madrid España",40.4049046,-3.7074611
The Lab Room,Spas,http://www.thelabroom.com/,The Lab Room,4.0,"Calle Claudio Coello 13, 28001 Madrid España",40.5938943,-4.1466444
Carlota Wine Shop,Tiendas de regalos y especializadas,http://www.carlotawineshop.com/,Carlota Wine Shop,5.0,"Calle de la Libertad 26, 28004 Madrid España",40.4219903,-3.6972219
Calle Goya,Paseos por zonas históricas,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Calle Goya,4.5,"Calle Goya, Madrid",40.5477851,-3.8910096
La Hidria,Bares y discotecas,tel:%2B34%20914%2020%2000%2041,La Hidria,4.5,"Calle de Jesús, 12, 28014 Madrid España",40.4130314,-3.6956274
YOU&ME,"['Bares y discotecas', 'Bares gay']",http://www.youandme.es/,YOU&ME,4.0,"C/ San Bartolome 6, 28004 Madrid España",40.7622164,-3.7880182
Ecomania,Tiendas de regalos y especializadas,http://www.eco-mania.es/,Ecomania,5.0,"Calle Belen 4, 28004 Madrid España",40.424248,-3.6968
Fucking Monday Madrid,Discotecas y salas de baile,http://fuckingmondaymadrid.com/,Fucking Monday Madrid,4.5,"Calle De Isabel La Catolica 6, 28013 Madrid España",40.4211121,-3.7087928
KuRGaN Club,Bares y discotecas,http://www.facebook.com/kurganclub,KuRGaN Club,4.5,"C/ Dos de Mayo, 6, 28004 Madrid España",40.2075487,-3.5684434
Monumento a María Cristina de Borbón,Monumentos y estatuas,No disponible,Monumento a María Cristina de Borbón,3.5,"Calle de Felipe IV, 6, 28014 Madrid España",40.4152048,-3.6932192
TopCycle,Gimnasios,http://www.topcycle.es/,TopCycle,4.5,"C/ Maudes 43, 28003 Madrid España",40.4452637,-3.700357
Intercambiador De Transporte De Moncloa,"['Servicios de autobús', 'Servicios ferroviarios', 'Sistemas de transporte público']",http://www.madrid.es/portales/munimadrid/es/Inicio/Movilidad-y-transportes/Direcciones-y-telefonos/Intercambiador-de-transporte-Moncloa/?vgnextfmt=default&vgnextoid=cc614a809078e110VgnVCM1000000b205a0aRCRD&vgnextchannel=262f8fb9458fe410VgnVCM1000000b205a0aRCRD,Intercambiador De Transporte De Moncloa,5.0,"Princesa, 89, 28008 Madrid España",40.4352552,-3.719263
La Villana Gin & Cocktail Room,Bares y discotecas,http://www.lavillana.es/,La Villana Gin & Cocktail Room,4.0,"Padre Damián 37, 28036 Madrid España",40.4607331,-3.6855583
Salón de Té Sherazade,Bares y discotecas,No disponible,Salón de Té Sherazade,4.5,"Calle de Santa Maria 16, 28014 Madrid España",40.412979,-3.697929008474861
El Pez Gordo,Bares y discotecas,tel:%2B34%20915%2022%2032%2008,El Pez Gordo,4.5,"Calle Pez 6, 28004 Madrid España",40.5678635,-4.261314
Cerveceria MAVI,Bares y discotecas,https://cerveceria-mavi.negocio.site/,Cerveceria MAVI,4.0,"Paseo de Santa Maria de la Cabeza 34, 28045 Madrid España",40.404643,-3.6963259278330103
Travel Motion,Alquiler de equipamiento,http://www.travelmotion.bike/,Travel Motion,5.0,"Paseo Castellana, 140, 28046 Madrid España",40.4619897,-3.6896673
Plaza De La Armeria,"['Lugares históricos', 'Miradores', 'Iglesias y catedrales']",https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Plaza De La Armeria,4.5,"Plaza De La Armeria, Madrid",40.416985800000006,-3.7143934975445916
Kialma,Bares y discotecas,tel:%2B34%20917%2042%2078%2019,Kialma,4.0,"Av. de los Andes, 25, 28043 Madrid España",40.4561173,-3.6196246
Good Lock Escape Room,Juegos de escape,http://www.goodlock.es/,Good Lock Escape Room,3.5,"Calle Robledillo 7, 28003 Madrid España",40.4435058,-3.6985488
Casa Yustas,Tiendas de regalos y especializadas,http://www.casayustas.com/,Casa Yustas,4.5,"Plaza Mayor, #30, 28012 Madrid España",40.4157824,-3.7066073
Nails USA,Spas,http://nailsusa.eu/,Nails USA,3.5,"Calle Hortaleza 28, 28004 Madrid España",40.4215606,-3.7000761
Icon Madrid,Discotecas y salas de baile,https://iconmadrid.com/,Icon Madrid,4.0,"Calle De Doctor Cortezo 1, 28012 Madrid España",40.41391705,-3.7033909783536587
Bar Restaurante San Ignacio,Bares y discotecas,tel:%2B34%20917%2005%2070%2036,Bar Restaurante San Ignacio,4.5,"calle garrovillas N 6, 28044 Madrid España",40.3799816,-3.7791708
Il Tavolo Verde,Tiendas de regalos y especializadas,http://www.iltavoloverde.com/,Il Tavolo Verde,4.0,"Calle Villalar 6, 28001 Madrid España",40.421180199999995,-3.689604238872434
Peluqueria Artemisa,Spas,http://www.artemisa.es/,Peluqueria Artemisa,5.0,"Paseo de La Esperanza 41, 28005 Madrid España",40.399437,-3.7030899052276265
27 Bikes,Tours en bicicleta,tel:%2B34%20915%2073%2006%2092,27 Bikes,5.0,"27 Bikes, Madrid",40.4168094,-3.6767983
Jazzville,Bares de jazz,http://m.facebook.com/pages/Jazzville/214878508717078,Jazzville,5.0,"Calle de Jesus Aprendiz 19, 28007 Madrid España",40.4097329,-3.6708639
Viajes Reina,"['Visitas urbanas guiadas', 'Tours culturales', 'Tours privados', 'Visitas arqueológicas guiadas', 'Excursiones de un día']",tel:%2B34914677002,Viajes Reina,3.5,"Viajes Reina, Madrid",40.4467017,-3.704804
eThnoPur,Tiendas de regalos y especializadas,http://www.ethnopurshop.com/,eThnoPur,5.0,"Calle Prado. 13, 28014 Madrid España",40.4149146,-3.6987189
Cine Bellas Artes,"['Cines', 'Teatros']",http://www.circulobellasartes.com/,Cine Bellas Artes,3.5,"Calle Marques de Casa Riera 2, 28014 Madrid España",40.4181727,-3.6963263
Bar Fun House,Bares y discotecas,https://www.facebook.com/pages/Fun-House-Bar-Madrid/136453293079270,Bar Fun House,4.0,"Calle Palafox 8, 28010 Madrid España",40.4315015,-3.7012174
La Pinta,Bares y discotecas,tel:%2B34%20910%2013%2004%2013,La Pinta,4.0,"calle Jardines, 14, 28013 Madrid España",40.2981465,-4.1107385
Sombrerería Medrano,Tiendas de regalos y especializadas,http://www.sombrereriamedrano.com/,Sombrerería Medrano,4.5,"Calle Imperial 12, 28012 Madrid España",40.4147546,-3.7063589
La Vía Láctea,Bares y discotecas,https://www.facebook.com/lavialacteabar/,La Vía Láctea,3.5,"Calle Velarde 18, 28004 Madrid España",40.4268566,-3.7029104
LaSiemprellena,Vinotecas,http://www.facebook.com/LaSiempreLlena/,LaSiemprellena,5.0,"Calle Embajadores, 41, 28012 Madrid España",40.4048383,-3.702243
Fraggel Pop,Bares gay,https://www.facebook.com/fraggel.pop/?fref=ts,Fraggel Pop,5.0,"Calle Belen 6, 28004 Madrid España",40.4241987,-3.6966462
Fuente de las Esfinges,"['Monumentos y estatuas', 'Fuentes']",No disponible,Fuente de las Esfinges,3.5,"Paseo de Venezuela 1D, 28009 Madrid España",40.4158237,-3.6822005
La Reina Lagarta,Bares y discotecas,http://instagram.com/lareinalagartafreakshow?utm_medium=copy_link,La Reina Lagarta,5.0,"Calle De La Palma 14 Malasaña, 28004 Madrid España",40.426261,-3.7025964
Sala El Sol,"['Bares y discotecas', 'Discotecas y salas de baile']",http://www.salaelsol.com/,Sala El Sol,4.0,"Calle Jardines, 3, 28013 Madrid España",40.581228249999995,-3.904686299366907
Paseo Del Prado - Prado Boulevard,Parques,No disponible,Paseo Del Prado - Prado Boulevard,5.0,"Paseo Del Prado, 28014 Madrid España",40.4139218,-3.693933
Untts Gaming Lounge,Centros de juego y entretenimiento,http://www.unttsworld.com/,Untts Gaming Lounge,5.0,"Calle Embajadores 49, 28012 Madrid España",40.4048383,-3.702243
"Estatua ""el Lector"" De Carlos Cambronero",Monumentos y estatuas,No disponible,"Estatua ""el Lector"" De Carlos Cambronero",4.0,"Calle de San Justo 5, 28005 Madrid España",40.4137975,-3.7088849
Thai Zen Masaje,Spas,http://thaizenmasaje.net/,Thai Zen Masaje,5.0,"Calle de Núñez de Balboa, 28, 28001 Madrid España",40.4255476,-3.6826625
El Anciano Rey de los Vinos,Bares y discotecas,http://www.elancianoreydelosvinos.es/,El Anciano Rey de los Vinos,4.5,"Calle Bailen 19, 28013 Madrid España",40.4154499,-3.7132643
Chocolala Belga,Puntos emblemáticos y de interés,http://www.chocolalabelga.com/,Chocolala Belga,5.0,"Bonetillo, 1 1, 28013 Madrid España",40.4165412,-3.7089294
Cine Alphaville,"['Cines', 'Teatros']",tel:%2B34%20915%2059%2038%2036,Cine Alphaville,4.5,"Calle de Martin de los Heros 14, 28008 Madrid España",40.4246171,-3.7136082
Surya Easy Bolo,Bares y discotecas,https://www.facebook.com/suryaeasybolo/,Surya Easy Bolo,5.0,"Calle de Miguel Moya 8, 28004 Madrid España",40.4209967,-3.705562
The Host Club,Discotecas y salas de baile,http://www.thehostclub.es/,The Host Club,3.5,"Calle Ferraz 38, 28008 Madrid España",40.4262421,-3.7172405
Velázquez Tech,"['Museos especializados', 'Museos de arte', 'Museos para niños']",http://velazqueztech.com/,Velázquez Tech,3.5,"Calle Atocha 12, 28012 Madrid España",40.4144242,-3.704574
Mercadito de San Antonio,Tiendas de regalos y especializadas,tel:%2B34%20915%2048%2055%2079,Mercadito de San Antonio,4.5,"Paseo de La Florida 24, 28008 Madrid España",40.42407135,-3.724176371611608
Flamencoexport,Tiendas de regalos y especializadas,http://www.flamencoexport.com/,Flamencoexport,5.0,"Calle Campomanes 4, 28013 Madrid España",40.4362499,-3.8178833
DO Design,Tiendas de regalos y especializadas,http://www.dodesign.es/,DO Design,5.0,"Calle de Fernando VI 13, 28004 Madrid España",40.4252529,-3.6960992
Madonna Massage,Spas,https://www.facebook.com/MadonnaMassage,Madonna Massage,5.0,"Paseo de la Virgen del Puerto 49, 28005 Madrid España",40.4086851,-3.7210433
Monumento a Santiago Ramón y Cajal,Monumentos y estatuas,No disponible,Monumento a Santiago Ramón y Cajal,4.0,"Paseo de Venezuela 5, 28009 Madrid España",40.4158237,-3.6822005
Maluvia,Bares y discotecas,http://plazamoraleja.es/blog/archives/category/general/restaurantes/maluvia,Maluvia,4.5,"C/ Estafeta 2 La Moraleja, 28109 Madrid España",40.51463955,-3.652002415257779
Teatriz,Bares y discotecas,http://www.teatriz.com/,Teatriz,3.5,"Calle Hermosilla 15, 28001 Madrid España",40.4265529,-3.6865218
Barco Solar Del Retiro,Recorridos en barco,tel:%2B34%20620%2031%2083%2059,Barco Solar Del Retiro,4.0,"Barco Solar Del Retiro, Madrid",40.4177368,-3.683306
Eye Hole Escape Room,Juegos de escape,http://eyeholeescaperoom.es/,Eye Hole Escape Room,5.0,"Calle De Sámbara, 94, 28027 Madrid España",40.4371165,-3.6439051
Cine Victoria,Cines,No disponible,Cine Victoria,3.5,"Calle Francisco Silvela 48, 28028 Madrid España",40.4285678,-3.6690011
El Tablaíto La Gloria,Teatros y actuaciones,tel:%2B34%20913%2065%2001%2020,El Tablaíto La Gloria,5.0,"Calle Aguila 25, 28005 Madrid España",40.2418595,-3.5328962
Edificio La Unión Y El Fénix Español,"['Puntos emblemáticos y de interés', 'Interés arquitectonico']",No disponible,Edificio La Unión Y El Fénix Español,4.5,"Calle Alcalá 39, 28014 Madrid España",40.4187498,-3.6972419
Pablu's,Bares y discotecas,tel:%2B34%20914%2047%2057%2026,Pablu's,4.0,"Calle Luchana 12, 28010 Madrid España",40.4319368,-3.6984373
SIXTA BAR,Bares y discotecas,https://www.facebook.com/pages/category/Bar/SIXTA-BAR-235321985001/,SIXTA BAR,4.5,"C/ CALATRAVA, 15, 28005 Madrid España",40.410339,-3.7136056
Monte De El Pardo,Bosques,http://www.patrimonionacional.es/visita/monte-de-el-pardo,Monte De El Pardo,4.0,"Monte De El Pardo, Madrid",40.53978855,-3.785061662083553
BAR JARAMA,Bares y discotecas,tel:%2B34%20915%2025%2067%2061,BAR JARAMA,4.0,"CALLE ALBOX, 28025 Madrid España",40.3739318,-3.740205
EL ALTILLO,Bares y discotecas,tel:%2B34%20916%2070%2046%2046,EL ALTILLO,4.5,"Calle Infanta María Teresa, 20, 28521 Madrid España",40.194962,-3.6814376
Vive Pasión Flameca,"['Conciertos', 'Teatros y actuaciones']",http://www.vivepasionflamenca.com/servicios/,Vive Pasión Flameca,5.0,"Calle Timanfaya 1 Rivas Vaciamadrid, 28030 Madrid España",40.3716937,-3.5292829326889277
la libreria de madrid,Tiendas de regalos y especializadas,http://www.edicioneslalibreria.es/,la libreria de madrid,5.0,"Calle Mayor 80, 28013 Madrid España",40.4153818,-3.7117251
CASA FEDERICA,Bares y discotecas,tel:%2B34%20915%2042%2096%2075,CASA FEDERICA,5.0,"C/ DE LA MANZANA 19, 28015 Madrid España",40.4239706,-3.7087862
Paddy's Pub,Bares y discotecas,https://www.facebook.com/PaddysMadrid/,Paddy's Pub,4.5,"Avenida de Concha Espina 69, 28016 Madrid España",40.4518846,-3.6780048
Bar Argumosa 39,Bares y discotecas,https://www.facebook.com/BarArgumosa39/,Bar Argumosa 39,3.5,"Calle Argumosa 39, 28012 Madrid España",40.4077371,-3.6963231
Fransen el Lafite,Tiendas de regalos y especializadas,http://fransenetlafite.com/,Fransen el Lafite,5.0,"Calle Espejo 5, 28013 Madrid España",40.2941838,-3.3023315
Clave de Té,Tiendas de regalos y especializadas,http://www.facebook.com/clavedete,Clave de Té,5.0,"Travesía Conde Duque, 14, 28015 Madrid España",40.4265297,-3.7115519
Fuente Del Rio Lozoya,Fuentes,No disponible,Fuente Del Rio Lozoya,4.5,"Bravo Murillo 49, 28003 Madrid España",40.4510621,-3.7033586
Golf La Moraleja II,Campos de golf,http://www.golflamoraleja.com/,Golf La Moraleja II,5.0,"Camino Viejo del Cura 1-100, 28055 Madrid España",40.5048651,-3.628220751466852
MY Hookah Room,Bares y discotecas,http://www.myhookahroom.com/,MY Hookah Room,3.5,"Calle del Doctor Esquerdo 100, 28007 Madrid España",40.4105703,-3.6701456
Desigual,Tiendas de regalos y especializadas,http://www.desigual.com/es_ES/,Desigual,5.0,"Calle Mayor 11, 28013 Madrid España",40.4163059,-3.7060614
Hoyo 19,Bares y discotecas,http://www.hoyo-19.com/,Hoyo 19,3.5,"Calle Alcala 81, 28009 Madrid España",40.4206967,-3.6851451
HATO,Tiendas de regalos y especializadas,http://www.hatostyle.com/,HATO,4.5,"Calle Argensola 21, 28004 Madrid España",40.4259183,-3.6945217
Bar J&J,Bares y discotecas,http://www.facebook.com/JyJLaLatina/,Bar J&J,4.5,"Calle del Almendro 19, 28005 Madrid España",40.4122639,-3.7102396
Matador,Bares y discotecas,No disponible,Matador,4.5,"Calle de Don Ramon de La Cruz 39, 28001 Madrid España",40.4290544,-3.6805845
Cábala Bar de Copas,Bares y discotecas,tel:%2B34%20658%2096%2047%2003,Cábala Bar de Copas,4.5,"Antonio Cumella 27, 28030 Madrid España",40.41063225,-3.63614665
Real Madrid Official Store,Tiendas de regalos y especializadas,http://shop.realmadrid.com/stores/realmadrid/es,Real Madrid Official Store,3.5,"Calle Gran Via 31, 28013 Madrid España",40.4714116,-3.8713632
Paddy's Irish Tavern,"['Bares y discotecas', 'Bares gay']",https://www.facebook.com/PaddysMadrid/,Paddy's Irish Tavern,4.5,"Calle Concha Espina, 69, 28016 Madrid España",40.4966875,-3.3714136
La Producteria,Tiendas de regalos y especializadas,http://www.laproducteria.com/,La Producteria,5.0,"Calle de Barbieri 21, 28004 Madrid España",40.4217505,-3.6979422
Monumento Don Quijote De La Mancha,Monumentos y estatuas,http://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextoid=8928091d1b9c4510091d1b9c45102e085a0aRCRD&vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD,Monumento Don Quijote De La Mancha,4.5,"Plaza de España 187, 28008 Madrid España",40.4219901,-3.7131968
El IMPREVISTO,Bares y discotecas,http://www.elimprevistomadrid.com/,El IMPREVISTO,5.0,"Costanilla de San Pedro 7, 28005 Madrid España",40.4125513,-3.7106501
Tropical House,Discotecas y salas de baile,http://www.tropicalhouse.eu/,Tropical House,4.0,"Plaza de Los Mostenses,11, 28015 Madrid España",40.4229516,-3.7087534
"NEW ""EL CANO"" IRISH TAVERN",Bares y discotecas,tel:%2B34%20651%2033%2031%2061,"NEW ""EL CANO"" IRISH TAVERN",4.5,"Alonso Cano, 57, 28003 Madrid España",40.4428631,-3.6974228
Rekovery Sports & Care,Yoga y pilates,http://www.rekoveryclinic.com/,Rekovery Sports & Care,5.0,"Calle de Bolivia 38, 28016 Madrid España",40.4595582,-3.6775252
MacLaren's,Bares y discotecas,https://www.facebook.com/PubMacLarens/,MacLaren's,4.0,"Calle Santiago de Compostela 40, 28034 Madrid España",40.4831605,-3.7030816
La Taberna Mozárabe,Bares y discotecas,tel:%2B34%20915%2047%2036%2003,La Taberna Mozárabe,3.5,"Calle de los Reyes, 6, 28015 Madrid España",40.4242496,-3.7093609
Guilligans Irish Tavern,Bares y discotecas,http://www.guilligans.com/,Guilligans Irish Tavern,4.5,"Calle Aviacion Espanola 3, 28003 Madrid España",40.4931747,-3.356696
Maravillas,Bares y discotecas,tel:%2B34%20915%2023%2030%2071,Maravillas,4.0,"Calle de San Vicente Ferrer 35, 28004 Madrid España",40.4257608,-3.7038591
Madrid City Tour,"['Visitas urbanas guiadas', 'Tours en autobús']",tel:%2B34%20902%2002%2047%2058,Madrid City Tour,3.5,"Madrid City Tour, Madrid",40.4146776,-3.6936776
Olivia Rock and Roll Café,Bares y discotecas,https://www.facebook.com/OliviaRockAndRollCafe/,Olivia Rock and Roll Café,4.0,"c/ Ave María 35, 28012 Madrid España",40.5950414,-4.2575284
KosmoKids,Clases y talleres,http://www.kosmokids.es/,KosmoKids,5.0,"Avenida del Monasterio de el Escorial 26, 28049 Madrid España",40.5105935,-3.6926622
Monumento Al Barrendero Madrileño,Monumentos y estatuas,No disponible,Monumento Al Barrendero Madrileño,3.5,"Plaza de Jacinto Benavente 5, 28012 Madrid España",40.4144807,-3.7035436244656923
Parche Disco Bar,"['Bares y discotecas', 'Discotecas y salas de baile']",tel:%2B34%20915%2075%2034%2092,Parche Disco Bar,3.5,"Calle Ayala 120, 28006 Madrid España",40.3987524,-3.65259205
DOOC,Tiendas de regalos y especializadas,http://www.dooc.eu/,DOOC,5.0,"Calle Espiritu Santo 27, 28004 Madrid España",40.1341257,-3.3388335
Flores María Del Prado,Tiendas de regalos y especializadas,http://floresmariadelprado.es/,Flores María Del Prado,5.0,"Avenida Niza 5, 28022 Madrid España",40.4255335,-3.6060058
Viva Nails,Spas,http://vivanails.es/,Viva Nails,5.0,"Paseo de la Castellana, 218, 28046 Madrid España",40.4675514,-3.6883839
Fundaland,"['Campos de tiro', 'Centros de juego y entretenimiento']",http://www.fundaland.es/fiestas_infantiles.pdf,Fundaland,4.0,"Calle del Monasterio de Las Huelgas 15, 28049 Madrid España",40.50265685,-3.710691163114877
Scalas,Bares y discotecas,http://www.facebook.com/scalasmoratalaz,Scalas,5.0,"Avenida Moratalaz 181, 28030 Madrid España",40.4080912,-3.6465497
Palacio Del Marqués De Perales,Interés arquitectonico,No disponible,Palacio Del Marqués De Perales,4.5,"Calle De La Magdalena, 10 Embajadores / Centro, 28012 Madrid España",40.4123417,-3.702213
Sauna Octopus,Centro de aguas termales,tel:%2B34%20914%2045%2017%2088,Sauna Octopus,3.0,"Calle Churruca 10, 28004 Madrid España",40.427491,-3.7008091
Blai,"['Taxis y lanzaderas', 'Visitas turísticas guiadas']",tel:%2B34%20933%2003%2043%2034,Blai,5.0,"Blai, Madrid",38.347093,-0.4882465
Atlético De Madrid Store,Tiendas de regalos y especializadas,https://shop.atleticodemadrid.com/stores/atletico/en,Atlético De Madrid Store,5.0,"Calle Gran Via 47, 28013 Madrid España",40.47083205,-3.871344282431271
Curiosite Malasaña,Tiendas de regalos y especializadas,http://www.curiosite.es/,Curiosite Malasaña,3.5,"Corredera Alta de San Pablo, 28, 28004 Madrid España",40.4263535,-3.7016664
El Juglar,"['Bares y discotecas', 'Bares de blues', 'Bares de jazz']",http://www.salajuglar.com/,El Juglar,4.0,"Calle Lavapies 37, 28012 Madrid España",40.4097171,-3.702176
Gris Bar,Bares y discotecas,http://www.gris.u-vox.com/,Gris Bar,4.0,"Calle San Marcos 29, 28004 Madrid España",40.2095084,-3.5716168
Jimmy Jazz,Teatros y actuaciones,No disponible,Jimmy Jazz,4.0,"Calle Payaso Fofo 24, 28018 Madrid España",40.3870052,-3.6607701
Pub La Troje,Bares y discotecas,https://www.facebook.com/La-Troje-64054719895/,Pub La Troje,4.0,"calle Illescas, 18, 28024 Madrid España",40.3930238,-3.7604757
Tununtunumba,Tiendas de regalos y especializadas,http://www.tununtunumba.com/,Tununtunumba,4.5,"Calle de Santa Maria 34, 28014 Madrid España",40.4128149,-3.696888
Mulligan's Irish Pub Carabanchel,Bares y discotecas,tel:%2B34%20915%2025%2054%2090,Mulligan's Irish Pub Carabanchel,4.5,"Avda. Nuestra Sra. de Fatima 84, 28047 Madrid España",40.38583,-3.7446381
Taberna Donde el Rastro,Bares y discotecas,tel:%2B34%20913%2065%2046%2059,Taberna Donde el Rastro,3.5,"Arganzuela 25, 28005 Madrid España",40.39806695,-3.693731328932118
Puerto De Canencia,Rutas de senderismo,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Puerto De Canencia,4.5,"Puerto De Canencia, Madrid",40.8688755,-3.7637894
Café del Mercado,Bares y discotecas,No disponible,Café del Mercado,4.5,"Ronda de Toledo 1, 28005 Madrid España",40.4065722,-3.7105722
