_id,categoria,link,nombre,puntuacion,ubicacion
Rincón Murciano,Bares y discotecas,tel:%2B34%20914%2002%2016%2067,Rincón Murciano,4.5,"Alcantara 78, 28006 Madrid España"
"Collin's Irish Tavern",Bares y discotecas,https://www.facebook.com/collinsirishtavern/,"Collin's Irish Tavern",4.5,"Calle Sagasta 26, 28004 Madrid España"
Pituca Canalla,Cenas con espectáculo • Teatros y actuaciones,https://pitucalounge.es/programacion-pituca-canalla/,Pituca Canalla,5.0,no disponible
Antigua Relojería,Tiendas de regalos y especializadas,http://www.antiguarelojeria.com/,Antigua Relojería,5.0,"Calle de la Sal, 2, 28012 Madrid España"
Gracias mamá,Catas de cerveza y visitas guiadas • Catas y visitas vinícolas guiadas,tel:%2B34678531631,Gracias mamá,5.0,no disponible
Sofía Cirmi Obón,Visitas urbanas guiadas • Tours culturales • Tours de patrimonio histórico • Recorridos a pie • Tours gastronómicos,https://tripadvisor.mediaroom.com/ES-terms-of-use,Sofía Cirmi Obón,5.0,no disponible
WAH Show,Teatros y actuaciones,https://wahshow.com/,WAH Show,4.0,no disponible
Madrid Road Trip,Visitas turísticas guiadas,tel:%2B34%20627%2078%2036%2042,Madrid Road Trip,5.0,no disponible
The Caravan,Bares y discotecas,http://www.facebook.com/The-Caravan-754389698020733/,The Caravan,4.5,"Calle Principe de Anglona 3 Barrio La Latina, 28005 Madrid España"
Calle de Velázquez,Puntos emblemáticos y de interés • Paseos por zonas históricas,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Calle de Velázquez,4.0,no disponible
Run With Me Madrid,Carreras guiadas,http://www.runwithme.world/madrid,Run With Me Madrid,5.0,no disponible
Horno de Pastelería América,Tiendas de regalos y especializadas,tel:%2B34%20914%2029%2001%2052,Horno de Pastelería América,4.0,"Calle Atocha 77, 28012 Madrid España"
Lemmy Rock Bar,Bares y discotecas,tel:%2B34%20649%2094%2046%2078,Lemmy Rock Bar,5.0,"Calle Andres Mellado 33 Bajos de Arguelles, 28015 Madrid España"
City Lovers Tours,Visitas urbanas guiadas • Tours culturales • Recorridos a pie • Tours gastronómicos • Catas y visitas vinícolas guiadas,tel:%2B351%2022%20323%205648,City Lovers Tours,4.5,no disponible
"Lisa's Nails",Spas,http://www.lisasnailsmadrid.com/,"Lisa's Nails",4.5,"C. Don Ramón de la Cruz 102 Bajo Izquierda, 28006 Madrid España"
Latina Turner,Bares y discotecas,http://www.latinaturner.es/,Latina Turner,4.0,"C/ del Almendro 21, 28005 Madrid España"
Bar de Copas Ojo al Parche,Bares de karaoke,https://www.facebook.com/BAR-DE-COPAS-OJO-AL-PARCHE-203948976302044/,Bar de Copas Ojo al Parche,5.0,"Calle Maria de Guzman 3, 28003 Madrid España"
mvtransfers,Tours de varios días • Taxis y lanzaderas • Tours privados • Excursiones de un día,tel:%2B34654323200,mvtransfers,5.0,no disponible
Local Tuk Tuk - Madrid,Visitas urbanas guiadas • Tours culturales • Visitas turísticas guiadas • Tours privados,tel:%2B34%20691%2067%2084%2005,Local Tuk Tuk - Madrid,5.0,no disponible
Akira Cómics,Tiendas de regalos y especializadas,http://www.akiracomics.com/,Akira Cómics,4.0,"Avenida de Betanzos, 74, 28034 Madrid España"
Flower Farm Cbd Shop,Tiendas de regalos y especializadas,http://flowerfarm.es/,Flower Farm Cbd Shop,4.5,"Calle Espíritu Santo 20, 28004 Madrid España"
Excursions in Madrid with a Private Guide,"Visitas urbanas guiadas • Tours culturales • Tours de patrimonio histórico • Visitas guiadas sobre literatura, arte y música • Tours privados",tel:%2B34%20665%2008%2080%2063,Excursions in Madrid with a Private Guide,5.0,no disponible
Espacio Chueca,Spas,http://espaciochueca.es/,Espacio Chueca,4.5,"Calle Pelayo 7, 28004 Madrid España"
Discoteca El Son,Discotecas y salas de baile,http://www.discotecaelson.com/,Discoteca El Son,3.5,"Calle Victoria 6, 28012 Madrid España"
Bule Bule,Conciertos,https://bulebulemadrid.com/,Bule Bule,3.5,"Calle del Marqués de Valdeiglesias 6, 28004 Madrid España"
Cafeteria El Paso,Bares y discotecas,tel:%2B34%20913%2028%2034%2066,Cafeteria El Paso,4.5,"Camino de Valderribas 93, 28038 Madrid España"
La Comunal,Tiendas de regalos y especializadas,http://lacomunal.es/,La Comunal,5.0,"C. de Mejía Lequerica, 1, 28004 Madrid España"
Guitarras José Ramírez,Tiendas de regalos y especializadas,http://guitarrasramirez.com/,Guitarras José Ramírez,5.0,"Calle de La Paz 8, 28012 Madrid España"
Centro Nacional de Golf,Campos de golf,http://www.centronacionalgolf.com/,Centro Nacional de Golf,3.5,"Calle del Arroyo del Monte 5, 28049 Madrid España"
La Esquinita bar,Bares y discotecas,http://www.facebook.com/laesquinitabar1,La Esquinita bar,3.5,"Calle Milaneses 6 Esquina a la calle Costanilla de Santiago, 28013 Madrid España"
Mondo Disko,Discotecas y salas de baile,http://www.mondodisko.es/,Mondo Disko,4.0,"Calle de Alcala 20, 28014 Madrid España"
Fuente De La Concha O Del Nacimiento Del Agua,Fuentes,null,Fuente De La Concha O Del Nacimiento Del Agua,4.0,"Plaza de España, 14A, 28008 Madrid España"
"Beer's Corner Madrid",Bares y discotecas,https://www.facebook.com/beerscorner?_rdr=p,"Beer's Corner Madrid",4.0,"C/ Arriaga, 19, 28017 Madrid España"
Taxi2Airport Madrid,Taxis y lanzaderas,https://www.taxi2airport.com/,Taxi2Airport Madrid,5.0,no disponible
Galileo Galilei,Bares y discotecas,http://www.salagalileogalilei.com/,Galileo Galilei,3.5,"Calle Galileo 100, 28015 Madrid España"
Flower Farm. Cbd Shop,Tiendas de regalos y especializadas,http://flowerfarm.es/,Flower Farm. Cbd Shop,5.0,"Calle Pelayo 20, 28004 Madrid España"
Artistic Metropol,Cines,http://artisticmetropol.es/web/,Artistic Metropol,5.0,"Calle de las Cigarreras, 6, 28005 Madrid España"
Changing of the Guard,Teatros y actuaciones,https://www.tripadvisor.es/RestaurantsNear-g187514-d7241578-Changing_of_the_Guard-Madrid.html,Changing of the Guard,4.0,no disponible
City Madrid,Alquiler de equipamiento,http://citymadridtour.com/,City Madrid,4.0,"Cuesta Santo Domingo # 4, 28013 Madrid España"
CAFETERIA YEMEN,Cafeterías,https://www.facebook.com/pages/CAFETERIA-YEMEN/159263650815950?sk=timeline,CAFETERIA YEMEN,4.5,no disponible
The Lab Room,Spas,http://www.thelabroom.com/,The Lab Room,4.0,"Calle Claudio Coello 13, 28001 Madrid España"
Carlota Wine Shop,Tiendas de regalos y especializadas,http://www.carlotawineshop.com/,Carlota Wine Shop,5.0,"Calle de la Libertad 26, 28004 Madrid España"
Calle Goya,Paseos por zonas históricas,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Calle Goya,4.5,no disponible
La Hidria,Bares y discotecas,tel:%2B34%20914%2020%2000%2041,La Hidria,4.5,"Calle de Jesús, 12, 28014 Madrid España"
YOU&ME,Bares y discotecas • Bares gay,http://www.youandme.es/,YOU&ME,4.0,"C/ San Bartolome 6, 28004 Madrid España"
Boracay Masajes,Spas,http://www.boracaymasajesmadrid.es/,Boracay Masajes,5.0,no disponible
Ecomania,Tiendas de regalos y especializadas,http://www.eco-mania.es/,Ecomania,5.0,"Calle Belen 4, 28004 Madrid España"
CavaMaría,Cenas con espectáculo,http://www.cavamaria.es/contact/,CavaMaría,5.0,"Calle Cava Alta 7, 28005 Madrid España"
luxury car with driver,Taxis y lanzaderas • Tours privados • Excursiones de un día,tel:%2B34744404447,luxury car with driver,5.0,no disponible
Fucking Monday Madrid,Discotecas y salas de baile,http://fuckingmondaymadrid.com/,Fucking Monday Madrid,4.5,"Calle De Isabel La Catolica 6, 28013 Madrid España"
Yommana Thai Concept,Spas,http://www.yommanathai.com/,Yommana Thai Concept,4.5,"Calle Fuencarral 137 Centro 1, 28010 Madrid España"
Official Guides Madrid,Recorridos a pie • Tours privados • Excursiones de un día,http://www.officialguidesmadrid.com/,Official Guides Madrid,5.0,no disponible
Wild Thing Bar,Bares y discotecas,http://www.wildthing.es/,Wild Thing Bar,4.5,"Martín Machío, 2. Esq. Padre Claret, 28002 Madrid España"
KuRGaN Club,Bares y discotecas,http://www.facebook.com/kurganclub,KuRGaN Club,4.5,"C/ Dos de Mayo, 6, 28004 Madrid España"
Monumento a María Cristina de Borbón,Monumentos y estatuas,null,Monumento a María Cristina de Borbón,3.5,"Calle de Felipe IV, 6, 28014 Madrid España"
TopCycle,Gimnasios,http://www.topcycle.es/,TopCycle,4.5,"C/ Maudes 43, 28003 Madrid España"
Ilde Sandrin Escapadas Fotograficas,Rutas fotográficas,tel:%2B34%20695%2002%2040%2012,Ilde Sandrin Escapadas Fotograficas,5.0,no disponible
Intercambiador De Transporte De Moncloa,Servicios de autobús • Servicios ferroviarios • Sistemas de transporte público,http://www.madrid.es/portales/munimadrid/es/Inicio/Movilidad-y-transportes/Direcciones-y-telefonos/Intercambiador-de-transporte-Moncloa/?vgnextfmt=default&vgnextoid=cc614a809078e110VgnVCM1000000b205a0aRCRD&vgnextchannel=262f8fb9458fe410VgnVCM1000000b205a0aRCRD,Intercambiador De Transporte De Moncloa,5.0,"Princesa, 89, 28008 Madrid España"
MARES Vinos,Vinotecas,http://maresvinos.com/,MARES Vinos,4.5,"Calle de Don Ramon de La Cruz 46 28001, 28001 Madrid España"
La Villana Gin & Cocktail Room,Bares y discotecas,http://www.lavillana.es/,La Villana Gin & Cocktail Room,4.0,"Padre Damián 37, 28036 Madrid España"
Salón de Té Sherazade,Bares y discotecas,null,Salón de Té Sherazade,4.5,"Calle de Santa Maria 16, 28014 Madrid España"
QuickTransfer,Taxis y lanzaderas,http://quicktransfer.com/,QuickTransfer,4.0,no disponible
El Pez Gordo,Bares y discotecas,tel:%2B34%20915%2022%2032%2008,El Pez Gordo,4.5,"Calle Pez 6, 28004 Madrid España"
Aruksa Thai Massage,Estudios de pintura y cerámica,http://www.aruksathaimassage.com/,Aruksa Thai Massage,5.0,"Calle de Jose Ortega y Gasset 11 Bajo Derecho Puerta 2, 28006 Madrid España"
Cerveceria MAVI,Bares y discotecas,https://cerveceria-mavi.negocio.site/,Cerveceria MAVI,4.0,"Paseo de Santa Maria de la Cabeza 34, 28045 Madrid España"
Alacena de Castello,Tiendas de regalos y especializadas,https://www.facebook.com/Alacena-de-Castell%C3%B3-1434799056827319/timeline?ref=page_internal,Alacena de Castello,5.0,"Calle Castello 2, 28001 Madrid España"
Travel Motion,Alquiler de equipamiento,http://www.travelmotion.bike/,Travel Motion,5.0,"Paseo Castellana, 140, 28046 Madrid España"
Plaza De La Armeria,Lugares históricos • Miradores • Iglesias y catedrales,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Plaza De La Armeria,4.5,no disponible
Jung Shim,Yoga y pilates,http://www.jungshim.es/,Jung Shim,5.0,"Calle de Eduardo del Palacio 8, 28002 Madrid España"
Acervo,Tiendas de regalos y especializadas,tel:%2B34%20915%2006%2039%2067,Acervo,5.0,"Calle Doctor Mata 1 (junto al museo Reina Sofia), 28012 Madrid España"
Kialma,Bares y discotecas,tel:%2B34%20917%2042%2078%2019,Kialma,4.0,"Av. de los Andes, 25, 28043 Madrid España"
Good Lock Escape Room,Juegos de escape,http://www.goodlock.es/,Good Lock Escape Room,3.5,"Calle Robledillo 7, 28003 Madrid España"
Uncommon Tours,Tours de varios días • Recorridos en todoterreno y 4×4 • Tours en bicicleta • Tours gastronómicos • Catas y visitas vinícolas guiadas • Tours en autobús,tel:%2B34%20615%2069%2053%2036,Uncommon Tours,5.0,no disponible
Goya Statue,Monumentos y estatuas,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Goya Statue,4.5,no disponible
El Corte Inglés,Grandes almacenes • Centros comerciales,http://beta.elcorteingles.es/moda/hombre/serrano-52/,El Corte Inglés,4.5,"Calle Serrano, 52 28001 Madrid, 28001 Madrid España"
Casa Yustas,Tiendas de regalos y especializadas,http://www.casayustas.com/,Casa Yustas,4.5,"Plaza Mayor, #30, 28012 Madrid España"
Riberatour,Visitas turísticas guiadas,tel:%2B34%20669%2021%2026%2097,Riberatour,5.0,no disponible
The Pack Language Experience in Madrid,Visitas urbanas guiadas • Tours culturales • Recorridos a pie • Clases de cocina • Tours gastronómicos • Catas y visitas vinícolas guiadas,tel:%2B447876526964,The Pack Language Experience in Madrid,5.0,no disponible
Ñomi Mercat,Tiendas de regalos y especializadas,http://www.rioyukishop.com/,Ñomi Mercat,5.0,"Calle Santa Isabel 5 Planta Baja Puesto 3 Mercado Antón Martín, 28012 Madrid España"
Nails USA,Spas,http://nailsusa.eu/,Nails USA,3.5,"Calle Hortaleza 28, 28004 Madrid España"
Icon Madrid,Discotecas y salas de baile,https://iconmadrid.com/,Icon Madrid,4.0,"Calle De Doctor Cortezo 1, 28012 Madrid España"
Bar Restaurante San Ignacio,Bares y discotecas,tel:%2B34%20917%2005%2070%2036,Bar Restaurante San Ignacio,4.5,"calle garrovillas N 6, 28044 Madrid España"
Il Tavolo Verde,Tiendas de regalos y especializadas,http://www.iltavoloverde.com/,Il Tavolo Verde,4.0,"Calle Villalar 6, 28001 Madrid España"
Thai Ploy Traditional Massage,Spas,http://www.thaiploymasajes.es/,Thai Ploy Traditional Massage,4.5,no disponible
PaseosMadrid.com,Tours culturales • Recorridos a pie • Tours gastronómicos • Tours en autobús • Excursiones de un día,tel:%2B34%20911%2071%2003%2093,PaseosMadrid.com,4.0,no disponible
Peluqueria Artemisa,Spas,http://www.artemisa.es/,Peluqueria Artemisa,5.0,"Paseo de La Esperanza 41, 28005 Madrid España"
27 Bikes,Tours en bicicleta,tel:%2B34%20915%2073%2006%2092,27 Bikes,5.0,no disponible
Jazzville,Bares de jazz,http://m.facebook.com/pages/Jazzville/214878508717078,Jazzville,5.0,"Calle de Jesus Aprendiz 19, 28007 Madrid España"
Viajes Reina,Visitas urbanas guiadas • Tours culturales • Tours privados • Visitas arqueológicas guiadas • Excursiones de un día,tel:%2B34914677002,Viajes Reina,3.5,no disponible
Monument to Claudio Moyano,Monumentos y estatuas,https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,Monument to Claudio Moyano,4.0,no disponible
eThnoPur,Tiendas de regalos y especializadas,http://www.ethnopurshop.com/,eThnoPur,5.0,"Calle Prado. 13, 28014 Madrid España"
Europe Journey - Private Sightseeing Transfers,Taxis y lanzaderas,http://my-journey.fun/,Europe Journey - Private Sightseeing Transfers,4.5,no disponible
Donde da la vuelta el viento,Bares y discotecas,http://www.dondedalavueltaelviento.com/,Donde da la vuelta el viento,5.0,"Mesón de Paredes 81, 28012 Madrid España"
Cine Bellas Artes,Cines • Teatros,http://www.circulobellasartes.com/,Cine Bellas Artes,3.5,"Calle Marques de Casa Riera 2, 28014 Madrid España"
Bar Fun House,Bares y discotecas,https://www.facebook.com/pages/Fun-House-Bar-Madrid/136453293079270,Bar Fun House,4.0,"Calle Palafox 8, 28010 Madrid España"
i2iMadrid - Private Tour,Tours privados,tel:%2B34%20910%2086%2028%2002,i2iMadrid - Private Tour,5.0,no disponible
Ekotransfer,Taxis y lanzaderas,http://ekotransfer.es/,Ekotransfer,4.5,"Velazquez 30, 2ºA, 28001 Madrid España"
"PROFi DRIVER Madrid, Spain, Europe",Taxis y lanzaderas,https://www.profi-driver.com/,"PROFi DRIVER Madrid, Spain, Europe",4.5,no disponible
Ailola Madrid Spanish School,Clases y talleres,http://www.ailolamadrid.com/,Ailola Madrid Spanish School,4.5,"Calle Raimundo Lulio 7, 28010 Madrid España"
La Pinta,Bares y discotecas,tel:%2B34%20910%2013%2004%2013,La Pinta,4.0,"calle Jardines, 14, 28013 Madrid España"
Sombrerería Medrano,Tiendas de regalos y especializadas,http://www.sombrereriamedrano.com/,Sombrerería Medrano,4.5,"Calle Imperial 12, 28012 Madrid España"
Galería Canalejas,Centros comerciales,https://www.galeriacanalejas.com/,Galería Canalejas,5.0,"Pl. De Canalejas, 1, 28014 Madrid, 28014 Madrid España"
"St. John's coctelería",Bares y discotecas,http://cocteleria-stjohns.com/,"St. John's coctelería",4.5,"Calle Marqués del Duero 8, 28001 Madrid España"
Auditorium Spa,Spas,http://www.auditoriumspa.com/,Auditorium Spa,3.5,"Calle Suero de Quinones 22, 28002 Madrid España"
La Vía Láctea,Bares y discotecas,https://www.facebook.com/lavialacteabar/,La Vía Láctea,3.5,"Calle Velarde 18, 28004 Madrid España"
LaSiemprellena,Vinotecas,http://www.facebook.com/LaSiempreLlena/,LaSiemprellena,5.0,"Calle Embajadores, 41, 28012 Madrid España"
Urso Spa,Spas,http://www.hotelurso.com/es/spa-by-natura-bisse-sisley-the-lab-room/urso-spa-menu-de-tratamientos,Urso Spa,4.5,"Calle Mejia Lequerica 8 Urso Hotel & Spa, 28004 Madrid España"
Fraggel Pop,Bares gay,https://www.facebook.com/fraggel.pop/?fref=ts,Fraggel Pop,5.0,"Calle Belen 6, 28004 Madrid España"
ESENCIA Y RAIZ,Tours nocturnos,tel:%2B34911124121,ESENCIA Y RAIZ,5.0,no disponible
Jordania Aventura Drivers - Day Tours,Visitas urbanas guiadas • Rutas de rápel y barranquismo • Adrenalina y Experiencias extremas • Tours de patrimonio histórico • Taxis y lanzaderas • Acampadas y senderismo guiado • Tours privados • Recorridos por parajes naturales • Visitas arqueológicas guiadas,tel:%2B962797581366,Jordania Aventura Drivers - Day Tours,5.0,no disponible
Ole Outdoor,Tours en bicicleta • Acampadas y senderismo guiado • Excursiones de un día,tel:%2B34%20616%2065%2098%2053,Ole Outdoor,5.0,no disponible
Pausanias Viajes Arqueologicos y Culturales,Tours culturales • Tours de patrimonio histórico • Visitas arqueológicas guiadas,tel:%2B34%20913%2055%2055%2022,Pausanias Viajes Arqueologicos y Culturales,5.0,no disponible
Malinche The Musical,Teatros,https://malinchethemusical.com/,Malinche The Musical,4.5,"Av. Del Partenón, 5j, 28042 Madrid 5j, 28042 Madrid España"
Todo Punto De Cruz,Tiendas de regalos y especializadas,http://todopuntodecruz.com/,Todo Punto De Cruz,5.0,"Pasaje De San Pedro, 10-12 Local A La Altura De La C/santa Hortensia, 48, 28002 Madrid España"
Fuente de las Esfinges,Monumentos y estatuas • Fuentes,null,Fuente de las Esfinges,3.5,"Paseo de Venezuela 1D, 28009 Madrid España"
EMY HORSE S.L.,Rutas ecuestres • Visitas guiadas a caballo,http://www.emyhorse.com/,EMY HORSE S.L.,5.0,"Carretera De El Pardo A Fuencarral Km 2.5, 28048 Madrid España"
La Reina Lagarta,Bares y discotecas,http://instagram.com/lareinalagartafreakshow?utm_medium=copy_link,La Reina Lagarta,5.0,"Calle De La Palma 14 Malasaña, 28004 Madrid España"
"Atelier d'experiences - Tailored luxury fashion & cultural experiences",Tours culturales • Tours y desfiles de moda • Recorridos de compras • Tours de patrimonio histórico • Tours privados,tel:%2B34603354604,"Atelier d'experiences - Tailored luxury fashion & cultural experiences",5.0,no disponible
Sala El Sol,Bares y discotecas • Discotecas y salas de baile,http://www.salaelsol.com/,Sala El Sol,4.0,"Calle Jardines, 3, 28013 Madrid España"
Calle De Codo,Paseos por zonas históricas,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Calle De Codo,4.5,no disponible
Paseo Del Prado - Prado Boulevard,Parques,null,Paseo Del Prado - Prado Boulevard,5.0,"Paseo Del Prado, 28014 Madrid España"
Wild Nature,Safaris • Visitas guiadas ecológicas • Acampadas y senderismo guiado • Tours privados • Recorridos por parajes naturales • Rutas fotográficas,https://www.wildnature.es/,Wild Nature,5.0,no disponible
Gay Spanish Locals - Day Tours,"Tours por bares, discotecas y pubs • Recorridos a pie • Tours privados • Tours gastronómicos",tel:%2B34%20722%2018%2030%2099,Gay Spanish Locals - Day Tours,5.0,no disponible
Untts Gaming Lounge,Centros de juego y entretenimiento,http://www.unttsworld.com/,Untts Gaming Lounge,5.0,"Calle Embajadores 49, 28012 Madrid España"
"Estatua ""el Lector"" De Carlos Cambronero",Monumentos y estatuas,null,"Estatua ""el Lector"" De Carlos Cambronero",4.0,"Calle de San Justo 5, 28005 Madrid España"
Thai Zen Masaje,Spas,http://thaizenmasaje.net/,Thai Zen Masaje,5.0,"Calle de Núñez de Balboa, 28, 28001 Madrid España"
El Anciano Rey de los Vinos,Bares y discotecas,http://www.elancianoreydelosvinos.es/,El Anciano Rey de los Vinos,4.5,"Calle Bailen 19, 28013 Madrid España"
Tour Madrid Grand Tour Classic,Recorridos de compras • Recorridos en todoterreno y 4×4 • Tours de patrimonio histórico • Tours nocturnos • Tours privados,https://www.grandtourclassic.com/,Tour Madrid Grand Tour Classic,5.0,no disponible
Chocolala Belga,Puntos emblemáticos y de interés,http://www.chocolalabelga.com/,Chocolala Belga,5.0,"Bonetillo, 1 1, 28013 Madrid España"
Baan Bua Thai Massage Madrid,Spas,http://masaje-tailandes.com/,Baan Bua Thai Massage Madrid,5.0,"Calle Velázquez 126 - 1ºC, 28006 Madrid España"
Black Mamba,Bares y discotecas,http://blackmamba-lalatina.negocio.site/,Black Mamba,5.0,"Costanilla de San Pedro 5 Metro: La Latina, 28005 Madrid España"
Thai Orchid Spa And Massage Madrid,Spas,http://www.thaiorchidspamadrid.com/,Thai Orchid Spa And Massage Madrid,5.0,"Calle Velazquez 136 Bajo A Spa 22, 28006 Madrid España"
Cafeteando,Tiendas de regalos y especializadas,https://www.facebook.com/cafeteando.es,Cafeteando,4.5,"Plaza Olavide 10, 28010 Madrid España"
Cines Verdi Madrid,Cines,http://www.cines-verdi.com/madrid/,Cines Verdi Madrid,3.5,"Calle Bravo Murillo 28 Sin acceso para sillas de ruedas, 28015 Madrid España"
Cine Alphaville,Cines • Teatros,tel:%2B34%20915%2059%2038%2036,Cine Alphaville,4.5,"Calle de Martin de los Heros 14, 28008 Madrid España"
MADRID FREE TOUR,Visitas urbanas guiadas • Tours culturales • Recorridos a pie • Tours privados • Excursiones de un día,https://madridfreetour.es/,MADRID FREE TOUR,5.0,no disponible
Surya Easy Bolo,Bares y discotecas,https://www.facebook.com/suryaeasybolo/,Surya Easy Bolo,5.0,"Calle de Miguel Moya 8, 28004 Madrid España"
The Host Club,Discotecas y salas de baile,http://www.thehostclub.es/,The Host Club,3.5,"Calle Ferraz 38, 28008 Madrid España"
Velázquez Tech,Museos especializados • Museos de arte • Museos para niños,http://velazqueztech.com/,Velázquez Tech,3.5,"Calle Atocha 12, 28012 Madrid España"
Estación De Metro De Gran Vía,Ruinas antiguas • Interés arquitectonico,null,Estación De Metro De Gran Vía,4.0,"C/ Montera S/n, 28013 Madrid España"
Local Madrid Experiences,"Visitas urbanas guiadas • Tours culturales • Tours de patrimonio histórico • Tours cinematográficos y televisivos • Tours nocturnos • Visitas turísticas guiadas • Clases de cocina • Tours privados • Tours gastronómicos • Visitas guiadas a fábricas • Catas y visitas vinícolas guiadas • Rutas fotográficas • Tours por bares, discotecas y pubs • Estudios de pintura y cerámica • Tours y desfiles de moda • Recorridos de compras • Taxis y lanzaderas • Recorridos a pie • Acampadas y senderismo guiado • Recorridos por parajes naturales • Visitas guiadas a caballo • Excursiones de un día",https://www.madridexperiences.es/,Local Madrid Experiences,5.0,no disponible
Mercadito de San Antonio,Tiendas de regalos y especializadas,tel:%2B34%20915%2048%2055%2079,Mercadito de San Antonio,4.5,"Paseo de La Florida 24, 28008 Madrid España"
Flamencoexport,Tiendas de regalos y especializadas,http://www.flamencoexport.com/,Flamencoexport,5.0,"Calle Campomanes 4, 28013 Madrid España"
DO Design,Tiendas de regalos y especializadas,http://www.dodesign.es/,DO Design,5.0,"Calle de Fernando VI 13, 28004 Madrid España"
RutasMadrid,Tours privados • Excursiones de un día,tel:%2B34676849944,RutasMadrid,5.0,no disponible
Madonna Massage,Spas,https://www.facebook.com/MadonnaMassage,Madonna Massage,5.0,"Paseo de la Virgen del Puerto 49, 28005 Madrid España"
Monumento a Santiago Ramón y Cajal,Monumentos y estatuas,null,Monumento a Santiago Ramón y Cajal,4.0,"Paseo de Venezuela 5, 28009 Madrid España"
TAXI CUSTOM VAN MADRID,Taxis y lanzaderas,https://taxicustomvanmadrid.com/,TAXI CUSTOM VAN MADRID,5.0,"Paseo de los Navegantes Nº 8 Bºb, 28500 Madrid España"
Maluvia,Bares y discotecas,http://plazamoraleja.es/blog/archives/category/general/restaurantes/maluvia,Maluvia,4.5,"C/ Estafeta 2 La Moraleja, 28109 Madrid España"
Teatriz,Bares y discotecas,http://www.teatriz.com/,Teatriz,3.5,"Calle Hermosilla 15, 28001 Madrid España"
Salsa Madrid Centro,Clases y talleres,http://www.salsamadridcentro.com/,Salsa Madrid Centro,5.0,"Plaza de la Independencia, 8 Sótano, 4, 28001 Madrid España"
Templo Bali Wellness Center,Spas,http://www.templobali.es/,Templo Bali Wellness Center,5.0,"Calle Hilarion Eslava 21, 28015 Madrid España"
Henry Gabriel Echeverría Guilcapi,"Tours por bares, discotecas y pubs • Visitas a destilerías • Tours gastronómicos • Excursiones de un día",http://thetouristmadrid.com/,Henry Gabriel Echeverría Guilcapi,5.0,no disponible
Lokafy,Recorridos a pie,tel:%2B16477257766,Lokafy,4.5,no disponible
Barco Solar Del Retiro,Recorridos en barco,tel:%2B34%20620%2031%2083%2059,Barco Solar Del Retiro,4.0,no disponible
Eye Hole Escape Room,Juegos de escape,http://eyeholeescaperoom.es/,Eye Hole Escape Room,5.0,"Calle De Sámbara, 94, 28027 Madrid España"
Hipica Montenegro,Visitas guiadas a caballo,http://www.hipicamontenegro.com/,Hipica Montenegro,5.0,"Carretera de la Estación Valdelatas, 28049 Madrid España"
polotoursmadrid,Tours de varios días • Tours privados • Excursiones de un día,tel:%2B34640671275,polotoursmadrid,5.0,no disponible
Cine Victoria,Cines,null,Cine Victoria,3.5,"Calle Francisco Silvela 48, 28028 Madrid España"
Mantequerías Bravo 1932,Catas y visitas vinícolas guiadas,tel:%2B34915758072,Mantequerías Bravo 1932,4.5,no disponible
El Tablaíto La Gloria,Teatros y actuaciones,tel:%2B34%20913%2065%2001%2020,El Tablaíto La Gloria,5.0,"Calle Aguila 25, 28005 Madrid España"
Edificio La Unión Y El Fénix Español,Puntos emblemáticos y de interés • Interés arquitectonico,null,Edificio La Unión Y El Fénix Español,4.5,"Calle Alcalá 39, 28014 Madrid España"
"Pablu's",Bares y discotecas,tel:%2B34%20914%2047%2057%2026,"Pablu's",4.0,"Calle Luchana 12, 28010 Madrid España"
La Misa de 8:00,Bares y discotecas,https://www.facebook.com/lamisadeocho/,La Misa de 8:00,5.0,"c/ Mesón de Paredes 71, 28012 Madrid España"
SIXTA BAR,Bares y discotecas,https://www.facebook.com/pages/category/Bar/SIXTA-BAR-235321985001/,SIXTA BAR,4.5,"C/ CALATRAVA, 15, 28005 Madrid España"
Cafeteria Rubio,Bares y discotecas,tel:%2B34%20917%2038%2086%2070,Cafeteria Rubio,5.0,"Avda. Cardenal Herrera Orio, 239, 28034 Madrid España"
El Rincón de Ana,Bares y discotecas,null,El Rincón de Ana,4.0,"Luis Ruiz, 75, 28017 Madrid España"
Entredós Antigüedades,Tiendas de regalos y especializadas • Galerías de arte • Anticuarios,http://www.entredosantiguedades.com/,Entredós Antigüedades,5.0,"José Ortega y Gasset, 8, 28006 Madrid España"
Monte De El Pardo,Bosques,http://www.patrimonionacional.es/visita/monte-de-el-pardo,Monte De El Pardo,4.0,no disponible
Fútbol Bubble,Centros de juego y entretenimiento,http://www.futbolbubble.com/,Fútbol Bubble,5.0,no disponible
Espacio Wasaby,Yoga y pilates • Spas,http://espaciowasaby.es/,Espacio Wasaby,4.5,"Calle Cochabamba 5, bajo 2, 28016 Madrid España"
Paisaje De La Luz,Puntos emblemáticos y de interés,null,Paisaje De La Luz,5.0,"Paseo Del Prado Y Buen Retiro Entorno Paseeo Del Prado Y Parque Del Retiro, 28001 Madrid España"
