_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Hostal Regio,"Bienvenido a Hostal Regio, tu segundo hogar en Madrid. Hostal Regio tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Durante su estancia en Hostal Regio, los huéspedes pueden visitar Plaza Mayor (0,6 km) y Plaza de Santa Ana (0,6 km), algunas de las principales atracciones de Madrid.
Las habitaciones de Hostal Regio incluyen aire acondicionado para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,Hostal Regio,65 €,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Servicio de traslado en autobús"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Habitación hipoalergénica"",""Aire acondicionado"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Calle Chinchilla 4 btwn Gran Via and Plaza del Carmen, 28013 Madrid España"
Hotel Julia,"Descubre por qué tantos viajeros ven Hotel Julia como el hotel ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece una amplia variedad de servicios diseñados para viajeros como tú.
Las habitaciones de Hotel Julia incluyen aire acondicionado y mesa de escritorio para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,Hotel Julia,70 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Salas de reuniones"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Plancha"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle de Julian Camarillo 9, 28037 Madrid España"
Ava Rooms,"Ava Rooms tiene una ubicación excelente en el distrito Centro de Madrid a 100 de La Gran Vía y a 300 de la Puerta del Sol desde donde podrá visitar andando todos los monumentos y museos de Madrid. Todas las habitaciones están equipadas con TV plasma, aire acondicionado, calefacción, baño completo ( menos una individual), minibar y hervidor de agua. Encontrara todo aquello que necesita para disfrutar de su estancia como si estuviera en su propio hogar, Encontrará un agradable ambiente familiar y confortables habitaciones para su completo descanso.",No hay link,Ava Rooms,72 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Máquina expendedora"",""Estancia gratuita para niños"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Cafetera/tetera"",""Microondas"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Fuencarral 17 3.º izquierda, 28004 Madrid España"
Hostal Abami II,"La búsqueda del hotel pequeño para familias ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hostal Abami II, una fantástica opción para viajeros como tú.
Al contar con muchos conocidos puntos de referencia en las inmediaciones, como Malasaña (0,7 km) y Plaza Mayor (0,9 km), los huéspedes de Hotel Hostal Abami Ii tienen la oportunidad de visitar con facilidad algunas de las atracciones más populares de Madrid.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio, y podrás estar conectado durante tu estancia, ya que Hotel Hostal Abami Ii ofrece wifi gratuito a los huéspedes.",No hay link,Hostal Abami II,86 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Salón de belleza"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Baño adicional"",""Mesa de escritorio"",""Caja fuerte"",""Plancha"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Calle San Bernardo 35, 28015 Madrid España"
Hostal Palacio Madrid,"Si buscas un hotel pequeño para familias en Madrid, no te pierdas Hostal Palacio Madrid.
Los puntos de referencia que hay por los alrededores, como Plaza de Santa Ana (0,1 km) y Sobrino de Botín (0,7 km) hacen de Hostal Palacio Madrid un magnífico sitio donde alojarse en Madrid.
Para que te sientas como en casa, las habitaciones en el hotel pequeño incluyen aire acondicionado, y mantenerte conectado es fácil, ya que hay wifi gratuito disponible.",No hay link,Hostal Palacio Madrid,64 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Caja fuerte""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Calle Principe 18 Floor 3, 28012 Madrid España"
Hostal Abel Victoriano,"Descubre por qué tantos viajeros ven Hostal Abel Victoriano como la casa de huéspedes ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.
Durante su estancia en Hotel Hostal Abel Victoriano, los huéspedes pueden visitar Malasaña (0,4 km) y Plaza Mayor (1,2 km), que son algunas de las principales atracciones de Madrid.",No hay link,Hostal Abel Victoriano,89 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle San Bernardo 55, 28015 Madrid España"
Hostal Santillan,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hostal Santillan es una magnífica elección para descansar. Conocido por su ambiente económico y su proximidad a fantásticos restaurantes y atracciones, Hostal Santillan te ayuda a disfrutar de lo mejor de Madrid.
Para que te sientas como en casa, las habitaciones en el hostal incluyen televisor de pantalla plana y aire acondicionado, y mantenerte conectado es fácil, ya que hay wifi gratuito disponible.",No hay link,Hostal Santillan,93 €,"4,5","[""Aparcamiento público de pago cerca"",""Aparcamiento vigilado"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Servicio de lavandería"",""Servicio de planchado"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Armario"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle GRAN VIA, 64 Piso 8, 28013 Madrid España"
Hostal Edreira,"El hostal Edreira está situado en pleno centro de Madrid, a escasos metros de la Puerta del Sol, del Palacio Real, del Teatro Real y de la Plaza Mayor, en la mejor zona comercial y de negocios de la ciudad. En sus proximidades se encuentran los tres museos más importantes de Madrid: el Museo del Prado, el Centro de Arte Reina Sofía y el Museo Thyssen Bornemisza. Perfectamente comunicado con las principales zonas de la capital y próximo a la estación de Atocha-AVE.",No hay link,Hostal Edreira,109 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Máquina expendedora"",""Canales de televisión infantiles"",""Se admiten mascotas"",""Servicio de taxi"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Cortinas opacas"",""Purificador de aire"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Atocha Nº75 2ºPiso, 28012 Madrid España"
Hostal Madrid Inn,"Descubre por qué tantos viajeros ven Hostal Madrid Inn como la casa de huéspedes ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente con encanto con una amplia variedad de servicios diseñados para viajeros como tú.
Para aquellos que estén interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Hostal Madrid Inn se encuentra cerca de Plaza de Santa Ana (0,6 km) y Sobrino de Botín (0,7 km).",null,Hostal Madrid Inn,85 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]",[],"Calle Mesonero Romanos 10 Escalera 1 4 Piso Puerta 1, 28013 Madrid España"
Slow Suites Bellas Artes,"Situados en un punto estratégico, entre los tres más importantes museos madrileños, el Barrio de las Letras, la castiza Calle Alcalá y la Puerta del Sol, los apartamentos turísticos Slow Suites Bellas Artes serán la mejor opción para su estancia en una de las ciudades más despiertas y con mayor atractivo de Europa, ya sea por negocios o placer.
En nuestros apartamentos turísticos encontrará la máxima calidad, diseños elegantes, excelentes equipamientos, una comodidad garantizada y un entorno a la altura de las expectativas de los clientes más exigentes.",null,Slow Suites Bellas Artes,101 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Secadora"",""Autoservicio de lavandería"",""Lavadora"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Sofá"",""Cafetera/tetera"",""Cocina americana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de los Madrazo, 20, 28014 Madrid España"
Pensión Meyra,"Bienvenidos a Hostal Meyra
Confort y precio en el centro de Madrid
Hostal MeyRa se encuentra situado en pleno corazón de Madrid, en la misma Calle Fuencarral, destacada por la presencia cada vez mayor de conocidas tiendas de moda. Nos encontramos a tan solo 300 metros de la famosa y comercial Calle Gran Via y a 700 metros de la visitada Puerta del Sol.
Estamos ubicados muy cerca del cada vez más conocido Barrio de Chueca y a unos pasos del cosmopolita Barrio de Malasaña. Desde el Hostal podrá visitar a pie la mayoría de atractivos turísticos y culturales de la capital. Podrá conocer el resto de Madrid con facilidad, ya que estamos situados a escasos 5 minutos de las estaciones de Metro de Gran Vía y Tribunal.",No hay link,Pensión Meyra,65 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Cafetera/tetera"",""Frigorífico"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","C/ Fuencarral, 39 piso 4º izquierda, 28004 Madrid España"
Hostal Manuela by Gaiarooms,No disponible,No hay link,Hostal Manuela by Gaiarooms,61 €,"4,5",[],[],"15 Gran Vía, 4B, 28013 Madrid España"
Hostal Victoria I,"Me ha gustado mucho, en pleno centro de Madrid, todo a mano, gran via, plaza mayor, palacio de oriente, las vistas hacia el reloj de la puerta del sol me han encantado, todo muy limpio y tranquilo en lo que al hostal se refiere, lo recomiendo",No hay link,Hostal Victoria I,79 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado""]","[""Habitaciones de no fumadores""]","Calle Carretas 7 - 2nd fl, 28012 Madrid España"
Hostel Santa Ana Colors,"10 habitaciones equipadas con aire acondicionado, televisión de plasma, y zona común, con autoservicio de desayuno, internet y prensa diaria.
Rodeado de infinidad de restaurantes, bares y tiendas. Ubicado en la segunda planta de un edificio del siglo XIX, totalmente remodelada, y en pleno Barrio de las Letras de Madrid, situado en una de las calles con más encantos de la ciudad , junto a la Plaza de Santa Ana, y excelentemete comunicado.",No hay link,Hostel Santa Ana Colors,70 €,"4,0","[""Aparcamiento público de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle Huertas 14 2º ext. izda, 28012 Madrid España"
Luz Madrid Rooms,"Descubre por qué tantos viajeros ven Luz Madrid Rooms como el hostal ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.
Las habitaciones de Hostal La Luz ofrecen televisor de pantalla plana, frigorífico y aire acondicionado, y los huéspedes pueden estar conectados con wifi gratuito.
Además, durante la estancia en Hostal La Luz los huéspedes tienen acceso a recepción abierta 24 horas. También puedes disfrutar de desayuno.",No hay link,Luz Madrid Rooms,98 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Máquina expendedora"",""Canales de televisión infantiles"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Frigorífico"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","C/ de las Fuentes, 10 Centro ciudad: Plaza de la Opera, 28013 Madrid España"
"Di' Carlo Hoteles","Di' Carlo Hoteles es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece numerosos servicios diseñados para mejorar tu estancia.
Al estar cerca de los puntos de referencia más conocidos de Madrid, como Malasaña (3,9 km) y Barrio de Salamanca (4,3 km), Di' Carlo Hoteles es un magnífico destino para turistas.
Las habitaciones de Di' Carlo Hoteles incluyen aire acondicionado para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,"Di' Carlo Hoteles",80 €,"3,5","[""Aparcamiento público de pago cerca"",""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno gratuito"",""Prensa"",""Recepción 24 horas"",""Servicio de lavandería"",""Aire acondicionado"",""Servicio de habitaciones""]",[],"Calle Azucenas 5, 28039 Madrid España"
Roisa Centro,"En Roisa Centro hemos apostado por ofrecer apartamentos en una de las zonas más céntricas y tranquilas de Madrid, la calle San Bernardo.
La ubicación es una de las más turísticas y visitadas de Madrid, con lo que en apenas unos minutos podrás estar caminando por la Puerta del Sol, de compras en la Gran Vía madrileña, de Tapas en la Plaza de España, tomando un cocktail en el barrio de Malasaña o visitando el Museo del Prado.
En Roisa Centro intentamos siempre que tu estancia sea inolvidable. No solo ofreciéndote apartamentos y estancias increíbles, sino también te garantizamos la mejor calidad-precio de apartamentos de Madrid, ya que disponemos de una amplia oferta para poder satisfacer sus necesidades.",No hay link,Roisa Centro,68 €,"3,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Registro privado de entrada y salida"",""Lavadora"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Armario"",""Perchero para la ropa"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","San Bernardo 87, 28015 Madrid España"
Hostal Excelsior,"La búsqueda de la casa de huéspedes económico ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hostal Excelsior, una fantástica opción para viajeros como tú.
Durante su estancia en Hostal Excelsior, los huéspedes pueden visitar Plaza Mayor (0,6 km) y Sobrino de Botín (0,7 km), algunas de las principales atracciones de Madrid.
Las habitaciones de Hostal Excelsior incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,Hostal Excelsior,100 €,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Alquiler de bicicletas"",""Se admiten mascotas"",""Alquiler de coches"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Mesa de escritorio"",""Servicio de habitaciones"",""Caja fuerte"",""Teléfono"",""Plancha"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]",[],"Gran Via 50 2nd floor, 28013 Madrid España"
Abalu Suites Madrid,Suites de diseño en el centro de Madrid. Comodidad y amplitud a su alcance.,No hay link,Abalu Suites Madrid,88 €,"3,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Jacuzzi"",""Cafetería"",""Salas de reuniones"",""Masaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Habitación hipoalergénica"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Microondas"",""Televisor de pantalla plana"",""Bañera/ducha"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Pez 32, 28004 Madrid España"
Hostal San Blas,"Desde el Hostal San Blas, gracias a su excelente ubicación, podrá ir andando a las principales atracciones de la ciudad, tales como el Museo de Reina Sofía, Museo del Prado, Caixa Forum, el jardín Botánico, puerta del Sol, la plaza Mayor, Museo Thyssen, Parque Retiro, etc ......",No hay link,Hostal San Blas,61 €,"3,0","[""Aparcamiento público de pago cerca"",""Internet gratuito"",""Máquina expendedora"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Servicio de lavandería"",""Servicio de planchado"",""Aire acondicionado"",""Servicio de limpieza"",""Plancha""]","[""Habitaciones de no fumadores""]","Calle Atocha 117, 28012 Madrid España"
Apartamentos El Tiempo,"Apartamentos El Tiempo se encuentra en este edificio de tres plantas, en cada una de las cuales hay 4 apartamentos. Este edificio ha sido restaurado en el año 2014 conservando con mucho detalle la arquitectura original. Su estilo rústico y la combinación de piedras y maderas nobles, nos recuerdan la vida de nuestros antepasados. Los apartamentos están situados estratégicamente en el número 4 de la calle Barcelona, en el centro de Madrid.",No hay link,Apartamentos El Tiempo,91 €,"3,5","[""Wifi"",""Restaurante"",""Espacio para guardar el equipaje"",""Servicio de limpieza"",""Caja fuerte"",""Cocina americana"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle Barcelona 4-6, 28012 Madrid España"
Apartment in Malasaña,"Hemos estado tres personas (dos adultos y nuestro hijo de 16 años) cinco días en el ático y es comodísimo. Está equipado con todo lo necesario. Las toallas de calidad y la cama muy cómoda. La wifi iba perfecta. Está ubicado cerca de plaza España y Sol y a nada de la gran vía. Tiene cerca pequeñas tiendas y restaurantes. El metro también muy cerca. Totalmente recomendable. Lo único malo es que no hay ascensor. El personal tanto de recepción como de limpieza, fantástico. Te dan todas las facilidades. Volveremos",null,Apartment in Malasaña,134 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Alquiler de bicicletas"",""Rutas en bicicleta"",""Estancia gratuita para niños"",""Guardería"",""Servicio de taxi"",""Cortinas opacas"",""Aire acondicionado"",""Comedor"",""Servicio de habitaciones"",""Cafetera/tetera"",""TV por cable o satélite"",""Sofá cama"",""Ducha a ras de suelo""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","C. de las Minas, 12, 28004 Madrid España"
Hostalin Madrid Atocha,Lugar bien situado si buscas estar en el centro al lado de parada de metro y a un paso de casi todo. Muy limpio y habitación grande con cama muy cómoda. Recepción muy amable. Lo recomiendo si visitas Madrid. Relación calidad-comodidad y precio inmejorable.,No hay link,Hostalin Madrid Atocha,67 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Se admiten mascotas"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Caja fuerte"",""Perchero para la ropa"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Calle del Leon 32, 28014 Madrid España"
Slow Suites Chueca,"Había reservado en este alojamiento antes del cierre perimetral que hubo en Febrero. Se ocuparon de mi reserva guardándomela hasta entonces, aunque deberían de tener la opción de reembolso por causa de fuerza mayor, y, a la hora de volver a reservar, fueron muy pacientes conmigo y me cambiaron todo a las fechas que yo quería con las mismas condiciones. El apartamento estaba IMPECABLE, todo ordenado y con todo lo necesario (plancha, tabla, secador, champú-gel, toallas, utensilios...) Lo único que remarco de aquí y más bien por ellos, es que pongan utensilios de silicona, porque los metálicos estropean mucho las sartenes y al final les saldrá más caro. La ubicación es INMEJORABLE, en el centro prácticamente de todo con la boca del metro a 3 minutos literalmente. Hay…",null,Slow Suites Chueca,101 €,"4,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Aire acondicionado"",""Caja fuerte"",""Cocina americana""]","[""Habitaciones para familias""]","Calle de San Marcos 8, 28004 Madrid España"
Casa Du Soleil,"CASA DU SOLEIL es un oasis en el centro de Madrid. Un espacio pensado y diseñado para el deleite de los sentidos y el descanso de la mente. Relax, confort, diseño y estilo mediterráneo en pleno centro histórico de la ciudad. Un sitio mágico y único. El nuevo hostal CASA DU SOLEIL está situado en el vibrante centro histórico de la ciudad, junto la pintoresca ""Plaza de Tirso de Molina"" a escasos minutos caminando de ""La Latina"" (el barrio bohemio favorito de los turistas). Recién construido, concebido, diseñado y decorado en el año 2021 con el sello inconfundible de la prestigiosa firma ""BAN Architects"" (RESIDENTIAL (banarchitects.com), el establecimiento ofrece unas instalaciones con encanto, estilo y calidez para la máxima comodidad y disfrute de sus huéspedes. Consta de 1 planta baja comunicada por dos patios interiores de estilo mediterráneo con zona chill-out y una pequeña piscina donde refrescarse en los días de verano. Todas las instalaciones y equipamientos son de última generación y tecnología para asegurar la máxima utilidad y confort al huésped. Las habitaciones son espacios acogedores, cálidos y ofrecen una decoración y mobiliario actual rústico, una cama muy cómoda con ropa de cama suave y baño privado de diseño funcional equipado con una dotación completa de amenities Bio (secador de pelo, gel&champú, acondicionador, jabón de manos y crema corporal), regulador privado de temperatura, wifi gratuito, TV de pantalla plana, ventilador e iluminación led. Tenemos 10 habitaciones en total de tres tipologías: doble, doble superior y doble deluxe (se diferencian, fundamentalmente, por tamaño y mobiliario). Todas ellas están equipadas con cama de matrimonio. No se pueden añadir camas supletorias ni cunas. La doble deluxe aporta además un toque de comfort extra porque viene equipada con albornoces, zapatillas, kit dental, kit de afeitado y kit facial. Zona de cafetería con bebidas calientes gratuitas (Te y Café) El equipaje se puede guardar antes del check-in o después del check-out sin coste en horario de 08:00 a 20:00 Horario de recepción: de 10 a 22hs Horario de check-in: 15:00 hs Horario de check-out: 12:00 hs No disponemos de parking propio.",No hay link,Casa Du Soleil,72 €,"4,0",[],[],"Calle San Pedro Mártir, 9, 28012 Madrid España"
Hostal Residencia Fernandez,"Si buscas un hostal económico en Madrid, no te pierdas Hostal Residencia Fernandez.
Los puntos de referencia de los alrededores, como Plaza de Santa Ana (0,9 km) y La Latina (1,3 km) hacen de Hostal Residencia Fernandez un magnífico sitio donde alojarse durante un viaje a Madrid.
Hostal Residencia Fernandez es un hostal económico con televisor de pantalla plana, aire acondicionado y mesa de escritorio en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Hostal Residencia Fernandez,88 €,"3,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle Sanchez Bustillo 3, 28012 Madrid España"
Hostal San Martin,"Descubre por qué tantos viajeros ven Hostal San Martin como la casa de huéspedes ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, y podrás estar conectado durante tu estancia, ya que Hotel Hostal San Martin ofrece wifi gratuito a los huéspedes.",No hay link,Hostal San Martin,63 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Baño compartido"",""Recepción 24 horas"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle Concepcion Arenal 4, 28004 Madrid España"
SmartRental Madrid Gran Vía Apartments,"Si quieres estar en pleno centro de Madrid, próximo a los principales teatros, monumentos, tiendas, bares y restaurantes. SmartRental Madrid Gran Vía Apartments es tu sitio. El edificio cuenta con ascensor para facilitaros el acceso a vuestro apartamento y además la arquitectura interior del edificio hará la delicia de los que aman el buen gusto. Los apartamentos son modernos y están completamente equipados. Disponemos de apartamentos de 2 dormitorios y 2 baños con o sin terraza para hasta 6 personas. Todos los apartamentos cuentan con vestidor y baño en suite en una de las habitaciones. Además la cocina está completamente equipada y cuenta con todo lo necesario para hacerte sentir como en casa.",No hay link,SmartRental Madrid Gran Vía Apartments,98 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Lavadora"",""Aire acondicionado"",""Comedor"",""Sofá"",""Armario"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Sofá cama"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de San Bernardo 78, 28015 Madrid España"
CH Lemon Rooms,"Bienvenido a Analina Rooms, tu segundo hogar en Madrid. Analina Rooms tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Durante su estancia en Hotel Analina Rooms, los huéspedes pueden visitar La Latina (0,3 km) y Sobrino de Botín (0,4 km), que son algunas de las principales atracciones de Madrid.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, y podrás estar conectado durante tu estancia, ya que Hotel Analina Rooms ofrece wifi gratuito a los huéspedes.",No hay link,CH Lemon Rooms,64 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Alquiler de bicicletas"",""Hotel de no fumadores"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones para familias""]","Calle Espada 6 Escalera 1 Planta -1 Puerta B, 28012 Madrid España"
Hostal Galaico,"La búsqueda del hotel pequeño para familias ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hostal Galaico, una fantástica opción para viajeros como tú.
Los puntos de referencia que hay por los alrededores, como Plaza de Santa Ana (0,6 km) y Plaza Mayor (0,8 km) hacen de Hotel Hostal Galaico un magnífico sitio donde alojarse en Madrid.
Las habitaciones incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio, y es posible permanecer conectado, ya que hay wifi gratuito disponible, para que disfrutes de tu descanso con comodidad.",No hay link,Hostal Galaico,70 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Aire acondicionado"",""Mesa de escritorio"",""Teléfono"",""Televisor de pantalla plana"",""Bañera/ducha""]",[],"Calle Gran Via 15, 28013 Madrid España"
Hostal Salome,Me alojé el pasado diciembre y la ubicación era perfecta. la habitación aunque chiquitita está muy bien y la cama es comodísima. La limpieza perfecta y el personal de recepción inmejorable. sin duda volvería a alojarme en el hostal Salomé!,No hay link,Hostal Salome,114 €,"5,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Recepción 24 horas"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Calle Pez 40, 28004 Madrid España"
